N,P,K,temperature,humidity,ph,rainfall,label
53.56,61.27,97.06,30.97,93.68,6.95,27.5,muskmelon
114.26,45.15,147.53,29.15,80.75,6.29,144.61,banana
70.21,61.4,85.14,27.71,85.67,6.5,54.25,watermelon
24.27,63.06,32.99,20.24,55.3,6.49,53.37,lentil
95.55,44.96,49.53,28.44,91.41,7.21,191.32,orange
19.75,72.92,21.09,19.9,20.25,6.66,128.37,kidneybeans
25.83,38.65,21.9,27.48,51.79,6.5,78.43,pigeonpeas
20.52,67.73,26.72,20.46,59.35,7.44,52.83,lentil
26.32,49.87,25.58,35.16,52.6,7.16,59.49,mothbeans
96.71,37.93,53.88,22.99,77.99,6.51,69.96,grapes
89.09,58.86,53.69,21.74,69.01,6.33,82.81,grapes
103.67,57.72,34.61,27.32,73.16,6.31,89.03,maize
106.23,53.9,55.36,24.37,64.11,6.9,65.94,maize
102.24,33.94,50.12,18.6,92.98,6.53,145.03,orange
17.6,41.49,26.16,25.79,81.29,6.77,80.46,mungbean
24.56,34.05,25.16,25.71,42.85,6.34,86.9,pigeonpeas
105.72,52.68,104.64,26.02,90.55,6.1,183.87,papaya
61.24,67.71,79.62,13.57,93.47,6.08,197.04,apple
108.65,47.75,62.19,15.0,75.28,6.81,80.16,grapes
109.43,75.5,110.34,29.19,80.94,6.4,192.52,banana
95.9,56.01,105.99,32.33,91.75,6.33,23.9,muskmelon
90.61,46.29,118.34,30.47,83.68,6.92,123.46,banana
95.0,61.52,76.71,32.18,87.22,6.98,51.43,watermelon
74.38,63.84,97.09,35.44,92.64,6.29,30.51,muskmelon
81.87,48.57,44.9,25.03,87.87,6.17,227.13,rice
16.06,37.58,29.67,26.34,86.33,6.65,81.13,mungbean
133.18,51.39,49.76,25.41,61.53,6.48,84.45,cotton
107.67,54.96,42.46,29.77,58.33,6.77,108.02,mango
23.58,39.95,33.89,35.02,57.13,7.32,58.48,mothbeans
79.92,32.7,125.36,34.76,89.56,6.8,175.34,coconut
85.16,66.14,96.87,31.85,92.32,6.36,37.65,muskmelon
94.05,56.47,85.53,24.77,79.0,6.4,63.41,watermelon
78.32,52.09,30.22,31.94,82.66,6.92,191.98,jute
17.03,63.7,23.66,16.34,61.73,6.91,53.68,lentil
92.33,33.78,42.21,23.86,85.54,6.02,196.66,rice
29.89,46.84,27.79,30.01,50.56,6.24,63.6,mothbeans
26.35,45.33,33.96,35.0,64.92,6.83,51.67,mothbeans
86.77,57.76,81.31,30.87,86.14,6.09,46.19,watermelon
89.32,42.88,44.89,24.64,86.36,5.93,192.46,rice
91.98,48.83,40.58,20.06,90.69,6.66,164.0,orange
90.8,48.08,45.33,30.03,61.92,6.52,152.93,mango
97.24,55.95,40.77,22.5,89.15,7.19,172.63,orange
33.5,55.52,26.01,29.59,55.31,6.79,86.13,pigeonpeas
23.3,61.79,30.65,15.85,61.19,6.69,52.6,lentil
23.11,53.56,20.26,21.48,16.65,7.14,84.1,chickpea
97.69,50.36,30.33,26.79,91.71,6.07,152.48,orange
17.69,50.11,24.79,31.79,67.98,6.58,82.71,blackgram
96.94,79.43,68.33,25.39,82.82,6.69,53.6,watermelon
68.51,63.15,115.39,32.71,89.1,6.28,26.3,muskmelon
74.28,47.08,68.45,34.62,59.02,6.13,71.7,pomegranate
80.79,61.85,86.74,32.8,84.16,6.56,53.63,watermelon
104.25,62.29,111.67,28.63,78.09,6.26,172.99,banana
77.22,57.37,78.1,28.59,83.13,6.52,52.96,watermelon
10.74,59.43,30.45,15.12,66.78,6.62,49.38,lentil
105.12,60.54,40.3,18.0,65.5,6.16,74.05,maize
30.0,64.27,34.87,18.45,62.21,6.55,42.85,lentil
101.23,31.07,87.74,27.84,91.16,5.99,159.03,papaya
105.83,52.93,101.34,27.74,91.58,5.89,166.1,papaya
42.57,51.34,60.34,13.51,94.19,5.81,127.74,apple
19.0,60.28,26.3,24.01,17.21,6.58,80.62,chickpea
89.52,54.19,97.48,30.51,94.51,6.59,31.35,muskmelon
94.24,49.74,41.92,30.59,59.33,5.72,145.96,mango
90.4,41.89,57.97,31.44,76.27,6.41,217.41,jute
111.83,62.11,62.05,25.57,67.45,6.71,82.93,cotton
108.46,57.28,43.97,27.99,71.42,6.63,69.8,maize
51.71,53.15,71.25,28.56,82.01,6.85,41.04,watermelon
18.92,46.32,32.72,19.76,61.78,6.72,39.6,lentil
17.02,57.38,30.65,17.79,62.17,7.43,50.24,lentil
25.39,57.37,34.34,19.88,18.96,6.58,121.7,kidneybeans
88.1,47.43,83.13,33.68,91.6,6.36,26.45,muskmelon
119.16,49.15,44.22,22.28,63.0,6.76,72.5,maize
23.4,75.94,26.12,15.25,62.67,6.64,44.1,lentil
94.59,47.36,43.32,22.97,84.7,6.11,199.4,coffee
102.74,50.2,57.8,25.49,54.99,6.79,64.22,pomegranate
17.83,44.4,20.26,19.74,20.27,6.59,124.42,kidneybeans
93.28,41.45,57.42,27.19,80.7,6.08,229.08,coffee
88.22,47.29,82.07,25.12,94.19,5.91,175.33,papaya
72.51,60.67,74.13,31.0,94.25,6.62,24.99,muskmelon
67.49,63.54,61.01,13.3,94.24,5.82,133.65,apple
83.91,38.74,46.06,23.71,83.6,6.28,224.1,coffee
21.73,61.04,29.36,17.77,22.72,6.2,126.14,kidneybeans
118.16,42.61,43.57,25.82,85.89,5.73,171.71,coffee
75.57,71.34,66.85,14.42,89.93,6.07,123.88,apple
90.63,42.44,32.36,23.47,91.35,6.65,140.84,orange
29.15,57.01,26.11,19.61,20.53,6.27,118.47,kidneybeans
110.53,53.65,42.47,18.54,92.07,6.37,135.96,orange
81.77,55.16,69.15,30.88,94.17,6.62,24.34,muskmelon
76.45,41.37,124.73,27.48,93.13,5.93,146.19,coconut
92.22,44.48,52.98,28.91,51.05,6.12,161.65,mango
111.72,65.53,64.69,26.08,62.16,6.56,88.77,cotton
14.63,51.25,27.55,15.96,58.97,7.34,50.48,lentil
117.46,48.11,118.19,32.87,79.01,6.52,171.5,banana
68.15,78.71,89.86,36.11,93.46,6.39,31.14,muskmelon
98.47,62.07,76.54,32.06,83.76,6.76,59.56,watermelon
18.99,50.25,28.96,35.61,56.46,6.84,68.77,mothbeans
94.22,51.63,100.12,25.59,96.65,5.53,185.36,papaya
89.75,35.77,159.24,30.74,90.74,5.71,181.13,coconut
21.5,38.81,24.83,28.91,85.37,7.12,86.33,mungbean
90.85,33.4,41.19,23.72,86.65,6.1,210.98,rice
67.6,63.11,96.55,34.75,93.39,6.54,31.84,muskmelon
73.78,54.6,95.19,30.01,78.96,6.61,59.55,watermelon
29.09,72.69,31.75,23.9,21.94,6.58,69.47,chickpea
73.81,47.77,44.02,32.01,73.74,6.31,207.43,jute
99.18,46.76,39.01,18.76,90.21,6.39,173.72,orange
22.53,44.34,28.1,25.31,53.37,6.55,94.57,pigeonpeas
14.09,70.61,30.05,17.02,22.02,5.5,148.15,kidneybeans
109.5,50.78,56.35,19.92,59.97,6.46,80.85,maize
86.19,44.64,41.76,27.54,65.19,5.94,150.06,mango
29.75,42.99,34.33,33.6,51.3,6.96,59.83,mothbeans
109.05,66.46,63.29,21.81,63.8,6.75,67.25,cotton
21.9,42.45,22.98,36.74,62.56,6.64,52.3,mothbeans
26.3,52.18,29.99,18.25,20.73,6.37,133.66,kidneybeans
93.38,42.39,52.18,24.0,83.97,6.88,195.67,jute
73.31,58.41,64.91,26.34,79.74,6.52,50.05,watermelon
123.67,56.22,43.52,26.85,63.16,6.37,54.79,maize
106.03,43.29,44.93,23.39,92.99,7.26,176.27,orange
98.61,53.8,75.64,29.54,93.42,5.9,160.27,papaya
96.64,41.76,62.4,34.19,56.55,6.46,63.83,pomegranate
86.51,48.75,92.26,26.88,96.41,5.62,150.23,papaya
71.22,62.71,91.48,28.64,81.16,6.19,54.45,watermelon
117.61,34.01,57.09,16.73,68.66,6.62,59.17,grapes
103.82,51.4,36.68,30.1,54.03,6.43,167.41,mango
82.16,33.6,33.59,23.87,80.42,5.73,187.27,coffee
110.63,49.1,127.85,30.23,79.47,5.9,145.44,banana
79.36,57.5,54.74,31.7,65.98,6.17,64.48,pomegranate
91.35,44.78,49.53,30.99,72.95,6.57,182.12,jute
88.12,67.55,147.02,29.56,78.41,5.57,116.11,banana
26.78,46.41,26.05,28.14,83.58,6.78,71.21,mungbean
84.17,62.26,95.09,32.51,92.22,6.14,29.7,muskmelon
23.56,66.26,29.24,19.58,59.17,6.8,37.54,lentil
23.35,47.67,34.69,37.09,58.26,7.06,63.68,mothbeans
79.78,42.11,40.94,22.73,80.29,5.68,187.68,coffee
115.32,40.9,57.87,24.0,60.97,6.98,92.37,cotton
22.41,46.86,35.34,33.18,58.87,7.17,56.14,mothbeans
23.53,63.98,24.25,22.47,17.35,6.01,85.62,chickpea
17.34,77.89,27.36,18.25,22.11,6.35,110.72,kidneybeans
88.44,30.0,51.47,28.85,56.45,7.05,132.6,mango
99.67,44.14,46.81,24.54,64.1,6.51,68.02,maize
19.91,39.3,32.02,30.75,50.79,6.61,79.6,pigeonpeas
107.68,51.14,48.64,26.38,65.5,6.66,85.85,maize
86.7,40.33,39.4,19.73,92.45,7.04,152.95,orange
18.16,54.8,33.48,36.89,53.79,6.69,73.76,mothbeans
22.62,56.88,25.26,20.12,21.23,6.73,129.13,kidneybeans
63.31,65.29,64.2,7.06,92.47,5.94,155.72,apple
85.09,48.13,59.56,35.49,55.42,6.83,65.88,pomegranate
29.6,44.26,31.18,34.02,87.99,6.7,79.66,mungbean
63.39,64.02,74.18,8.68,93.42,6.23,174.63,apple
112.14,48.15,42.48,27.15,68.75,6.8,100.58,cotton
20.27,41.95,29.61,33.12,43.17,6.96,60.85,pigeonpeas
16.67,48.03,34.52,19.09,20.35,6.34,121.42,kidneybeans
18.75,54.23,25.11,26.51,69.95,7.02,76.63,blackgram
25.58,64.91,26.03,17.72,65.06,6.63,55.35,lentil
54.13,51.33,57.08,3.14,93.11,6.01,156.89,apple
19.96,47.96,28.42,23.36,14.76,6.96,98.15,chickpea
97.91,46.05,38.38,21.94,92.81,6.63,170.05,orange
52.16,72.99,95.91,30.12,93.4,6.41,33.26,muskmelon
17.46,56.97,26.72,31.73,56.53,6.79,75.82,pigeonpeas
96.83,46.77,31.93,25.36,81.39,5.88,162.81,coffee
97.96,47.58,44.43,21.31,81.53,6.15,208.69,coffee
23.83,51.22,28.2,27.86,69.83,6.3,73.22,blackgram
20.08,43.2,27.82,20.79,16.84,6.24,76.42,chickpea
93.03,62.73,79.87,24.16,86.07,6.14,59.06,watermelon
90.97,46.39,44.02,28.11,48.12,5.84,143.58,mango
85.6,41.06,43.37,29.7,81.57,6.65,221.39,jute
58.13,41.14,128.55,30.33,90.72,6.5,168.38,coconut
24.77,58.37,28.23,22.01,17.95,6.98,73.07,chickpea
99.8,46.15,84.49,25.91,90.93,6.02,166.23,papaya
143.57,58.29,74.99,26.49,62.53,7.0,94.89,cotton
11.92,54.63,32.49,14.74,61.81,6.89,39.88,lentil
83.19,73.29,86.13,35.52,93.94,6.94,24.66,muskmelon
93.03,70.54,74.51,30.04,92.64,6.52,30.84,muskmelon
24.2,51.47,35.08,31.06,86.82,6.43,77.9,mungbean
16.54,55.61,24.98,23.58,17.43,6.9,60.17,chickpea
22.73,41.03,33.41,31.22,69.02,6.82,93.3,blackgram
21.77,58.63,30.49,20.95,18.17,6.94,76.45,chickpea
98.67,73.52,69.08,25.57,68.44,6.76,83.31,cotton
83.16,57.68,40.13,31.05,55.68,6.36,56.0,pomegranate
67.24,63.14,62.27,3.64,90.45,5.98,153.08,apple
17.9,53.2,29.79,19.65,65.67,6.39,48.25,lentil
66.11,39.81,45.43,32.93,65.94,6.92,132.68,mango
123.85,78.48,59.92,28.03,57.03,7.43,64.21,cotton
71.66,43.05,76.49,32.59,84.25,6.72,59.11,watermelon
96.36,51.68,39.92,23.44,86.29,5.56,225.97,rice
87.67,44.72,136.43,30.71,95.19,6.72,171.25,coconut
96.06,30.61,43.16,24.16,79.78,6.24,198.06,coffee
74.68,53.89,106.0,28.13,82.18,6.86,55.94,watermelon
23.14,55.5,29.24,16.2,61.38,6.56,46.6,lentil
114.5,57.27,53.18,32.58,80.48,6.63,197.28,jute
27.01,45.53,33.85,35.97,59.99,6.65,59.21,mothbeans
17.95,44.6,30.27,30.04,71.29,7.05,81.02,blackgram
90.47,45.13,48.3,28.78,51.47,6.21,163.02,mango
129.55,53.72,113.92,25.13,78.1,5.74,158.35,banana
95.44,55.47,46.59,23.17,66.49,6.23,60.5,maize
93.87,39.78,50.96,20.51,89.07,6.78,168.24,orange
89.31,43.67,115.66,26.57,91.71,7.25,158.81,coconut
106.0,47.09,49.68,30.91,58.85,7.09,91.71,mango
11.52,49.62,27.88,20.1,19.81,5.99,128.1,kidneybeans
93.77,41.94,87.05,30.15,91.7,5.89,199.96,papaya
117.18,56.78,47.53,23.87,59.99,6.71,80.8,maize
128.15,55.46,106.25,28.48,77.53,6.2,163.44,banana
68.36,74.54,98.72,32.12,88.77,6.9,29.43,muskmelon
88.14,44.09,48.97,23.4,89.54,6.46,132.82,orange
84.56,63.83,113.28,28.88,80.06,6.18,60.54,watermelon
23.68,57.54,30.44,17.32,60.95,6.78,51.72,lentil
16.66,43.22,31.05,27.1,90.0,7.13,81.6,mungbean
65.91,60.75,55.13,10.11,92.92,5.97,137.68,apple
98.4,45.2,62.51,30.95,61.66,6.76,64.56,pomegranate
95.55,47.66,49.04,19.06,78.72,5.72,176.83,coffee
91.17,37.67,59.45,35.69,58.9,6.2,80.46,pomegranate
108.67,72.39,148.71,30.41,75.54,6.81,153.5,banana
83.05,35.18,94.31,25.72,91.81,5.93,154.64,papaya
22.68,35.76,27.98,34.47,85.27,7.01,76.27,mungbean
97.72,47.28,93.51,25.49,90.13,6.16,172.06,papaya
67.34,48.5,62.68,31.88,86.07,6.33,57.73,watermelon
24.01,41.93,31.72,31.29,48.91,7.3,81.55,pigeonpeas
117.26,59.0,129.23,33.7,77.92,6.46,180.93,banana
18.14,62.14,34.19,22.51,17.84,6.9,93.29,chickpea
22.3,61.2,30.63,13.25,64.54,6.79,48.63,lentil
13.11,57.22,28.34,19.35,66.98,7.02,50.44,lentil
15.83,33.66,32.75,28.72,70.87,6.33,75.22,blackgram
101.11,47.55,50.39,25.16,93.76,7.11,134.04,orange
83.41,42.21,40.86,23.65,84.63,6.0,208.99,coffee
83.22,32.66,38.73,35.92,73.36,6.36,222.87,jute
17.18,70.43,34.41,17.48,66.19,6.69,40.43,lentil
85.31,42.5,43.86,20.6,81.43,6.0,180.84,coffee
93.45,44.08,42.46,31.62,79.01,6.57,209.73,jute
136.14,41.56,54.2,22.1,55.0,6.71,79.57,maize
122.06,54.15,50.09,28.91,56.5,6.76,87.86,cotton
28.76,47.69,29.39,31.61,52.39,6.67,80.33,pigeonpeas
91.8,43.34,53.89,20.57,93.2,6.73,196.77,orange
83.24,43.98,46.99,32.16,83.08,6.54,208.06,jute
135.57,54.76,52.49,24.54,63.67,6.65,84.03,cotton
112.16,61.5,113.77,32.3,76.94,6.27,127.8,banana
113.94,44.59,41.04,27.76,72.74,6.64,170.44,jute
85.31,44.91,46.13,21.88,85.94,6.27,244.42,rice
96.78,54.64,40.91,21.94,64.71,6.68,97.56,maize
125.23,59.5,56.66,22.56,64.48,7.09,105.15,cotton
28.52,50.3,21.09,30.95,50.05,6.62,75.59,pigeonpeas
83.16,52.36,128.55,29.62,93.97,6.65,150.82,coconut
104.57,53.66,121.74,34.39,78.96,6.36,145.68,banana
17.0,41.7,29.56,17.27,62.05,6.76,41.57,lentil
94.87,43.16,93.21,26.5,93.14,5.62,162.42,papaya
22.13,30.12,27.44,36.32,49.31,6.51,49.27,mothbeans
96.16,55.11,44.1,31.14,84.26,6.6,190.19,jute
19.05,50.41,32.73,30.04,69.09,7.49,94.48,blackgram
103.12,62.61,121.91,29.82,78.21,6.42,152.8,banana
102.64,42.0,46.08,20.08,84.88,6.15,169.52,coffee
98.09,39.75,43.2,19.23,89.11,7.42,183.46,orange
128.95,49.51,121.73,27.18,76.32,6.82,197.44,banana
15.64,57.82,34.5,28.97,70.74,6.88,81.64,blackgram
81.77,37.15,45.63,25.87,59.67,7.4,116.74,mango
17.96,59.48,24.32,21.72,17.38,7.02,92.79,chickpea
105.77,61.89,102.86,31.84,78.34,6.98,146.26,banana
67.0,54.5,72.44,32.74,95.08,6.47,30.25,muskmelon
63.61,65.68,49.55,18.19,91.47,6.15,136.55,apple
72.72,53.71,83.56,32.18,93.15,6.1,31.88,muskmelon
85.61,53.22,48.25,17.97,90.71,7.06,152.69,orange
75.99,52.85,47.03,23.7,82.43,5.86,179.71,coffee
16.93,56.52,25.37,18.08,62.22,6.55,46.46,lentil
61.9,49.99,93.12,29.73,87.47,6.51,42.26,watermelon
134.45,58.83,93.7,30.4,83.73,6.43,133.25,banana
31.21,45.68,30.79,29.57,56.54,6.71,83.3,pigeonpeas
26.29,37.7,26.51,30.87,68.04,6.88,79.88,blackgram
88.73,53.25,51.83,32.89,57.66,6.55,59.81,pomegranate
102.77,36.64,104.98,28.83,93.43,6.17,172.06,papaya
27.78,51.17,22.83,31.67,47.85,7.08,81.79,pigeonpeas
94.18,52.68,49.9,29.3,84.49,6.1,208.24,jute
84.31,37.23,49.0,18.77,87.04,6.02,163.93,coffee
91.78,45.85,49.49,26.54,77.8,6.6,194.03,jute
85.62,48.46,72.47,16.08,64.78,6.98,75.02,grapes
77.25,35.76,56.64,21.33,91.02,6.57,188.3,orange
105.52,56.04,44.23,21.64,66.61,6.47,75.93,maize
14.94,70.18,32.77,18.51,59.9,6.38,54.28,lentil
118.94,50.98,65.89,27.41,55.36,6.65,79.11,cotton
77.25,55.97,44.1,16.7,72.94,6.15,75.29,grapes
29.56,52.87,21.67,18.56,21.95,6.65,138.38,kidneybeans
20.8,42.17,30.16,20.86,18.44,6.25,89.56,chickpea
19.21,57.38,27.42,21.77,66.08,6.8,43.2,lentil
16.71,47.08,31.7,30.62,53.93,6.49,85.62,pigeonpeas
14.36,53.32,20.39,27.45,67.86,6.49,95.52,blackgram
87.02,48.66,57.37,31.03,53.08,6.1,72.72,pomegranate
140.25,66.71,60.52,23.41,53.29,6.75,94.55,cotton
100.17,35.73,96.37,23.31,90.4,5.91,160.2,papaya
103.2,44.18,44.37,19.73,91.64,6.71,177.59,orange
80.72,43.0,46.22,20.35,94.89,7.02,197.3,orange
24.47,37.34,29.0,34.05,49.22,6.92,58.9,mothbeans
109.21,52.04,44.79,34.82,57.89,6.4,118.55,mango
57.96,42.36,84.15,27.83,92.87,7.12,130.56,coconut
62.66,59.12,66.91,11.9,91.79,6.33,160.86,apple
34.83,43.7,25.27,32.02,51.8,6.76,83.1,pigeonpeas
118.57,38.2,59.91,18.29,68.05,6.21,89.7,grapes
14.59,47.34,31.81,29.44,67.62,6.7,83.53,blackgram
19.01,56.12,26.25,30.67,88.67,6.46,77.19,mungbean
24.35,55.96,31.22,18.15,62.5,6.57,46.22,lentil
57.28,69.69,85.82,37.6,93.16,6.83,27.95,muskmelon
87.8,36.43,82.16,23.1,90.15,5.8,190.13,papaya
110.82,45.39,74.21,25.06,60.43,6.54,83.02,cotton
76.23,74.23,82.27,27.78,80.24,6.41,57.16,watermelon
104.7,56.97,49.93,24.33,94.13,6.78,182.82,orange
19.65,44.92,33.62,28.3,86.3,6.99,81.1,mungbean
77.63,58.25,106.92,34.57,89.53,6.2,34.13,muskmelon
122.2,60.87,56.58,28.12,61.12,6.83,94.23,cotton
71.54,51.38,78.45,30.83,90.7,6.56,31.64,muskmelon
95.06,49.13,83.77,28.97,90.01,5.77,164.13,papaya
110.91,73.85,157.98,30.93,79.64,6.03,148.03,banana
83.79,51.3,46.93,17.73,78.81,5.74,179.39,coffee
19.82,69.56,28.37,19.76,65.26,6.48,49.96,lentil
75.87,68.36,86.1,28.61,82.98,6.6,55.96,watermelon
85.68,47.71,45.76,18.85,86.37,5.58,217.66,coffee
26.29,43.02,27.96,29.99,49.97,6.97,79.5,pigeonpeas
84.28,45.23,38.61,29.29,58.92,5.7,152.61,mango
116.72,50.65,73.45,23.68,57.79,6.49,91.57,cotton
16.0,51.95,28.74,32.56,83.62,6.69,62.6,mungbean
115.81,62.25,40.28,19.43,60.55,6.37,71.69,maize
21.34,73.42,31.33,19.17,20.57,6.53,124.12,kidneybeans
88.74,52.99,60.32,18.79,74.23,6.62,67.7,grapes
114.44,58.68,123.13,30.98,75.57,6.68,142.96,banana
78.27,61.33,93.62,31.7,92.45,6.3,27.39,muskmelon
93.75,38.38,39.98,18.35,85.76,6.32,191.44,coffee
90.57,55.65,86.67,25.46,83.19,6.2,57.37,watermelon
88.39,42.12,66.79,16.76,72.1,6.13,68.79,grapes
84.55,34.68,54.25,33.49,58.12,6.54,70.37,pomegranate
115.22,59.78,43.54,24.33,59.81,6.58,75.25,maize
87.67,59.36,103.92,32.34,94.68,6.23,21.87,muskmelon
67.06,64.45,95.38,32.82,92.05,6.22,28.87,muskmelon
17.18,61.32,29.64,19.71,60.27,6.53,53.12,lentil
108.02,56.92,50.76,22.51,62.08,6.6,50.26,maize
102.71,45.63,50.65,17.01,66.89,7.36,79.68,grapes
15.0,53.03,34.88,21.11,18.58,6.63,89.15,chickpea
22.86,34.81,32.79,26.51,47.59,6.84,76.52,pigeonpeas
22.14,52.3,30.74,20.41,18.03,6.67,87.32,chickpea
30.82,46.9,30.44,36.21,51.4,7.43,56.52,mothbeans
19.56,58.61,21.71,22.14,18.16,6.59,81.23,chickpea
18.51,66.74,32.19,16.38,64.54,6.71,48.28,lentil
102.29,41.31,33.12,19.69,92.07,6.68,163.26,orange
79.6,47.62,48.49,22.87,85.37,5.93,215.11,rice
91.92,35.32,33.34,27.6,73.83,6.0,199.14,jute
66.05,32.61,148.09,27.22,92.91,5.89,163.19,coconut
68.86,41.77,89.52,28.93,95.74,6.08,189.28,papaya
77.36,57.65,110.57,33.78,90.29,6.41,28.68,muskmelon
88.75,48.17,63.3,32.26,55.29,6.28,69.94,pomegranate
108.58,54.19,35.24,25.64,89.59,7.04,152.1,orange
120.0,49.27,42.21,30.09,79.47,6.51,234.83,jute
73.25,42.88,48.16,23.37,86.22,6.15,238.92,rice
107.02,46.36,56.28,22.93,74.98,6.65,69.85,grapes
56.07,50.01,131.98,31.65,95.26,6.9,179.73,coconut
87.66,46.19,84.17,28.35,93.34,5.93,180.54,papaya
84.24,36.19,96.58,30.94,91.47,7.2,159.46,coconut
71.29,44.93,36.37,27.82,71.77,6.61,233.34,jute
90.33,40.4,46.92,28.76,56.4,7.07,151.81,mango
108.23,50.89,46.99,29.94,58.44,6.49,138.61,mango
83.76,68.22,113.07,30.74,80.9,6.83,147.65,banana
27.35,60.13,31.88,18.75,18.42,6.73,88.87,chickpea
74.36,47.81,43.78,30.18,77.27,6.75,207.5,jute
68.8,48.03,86.6,28.87,86.16,6.44,61.52,watermelon
70.16,54.83,86.33,33.83,93.37,6.55,35.35,muskmelon
67.72,60.1,111.69,33.45,92.37,6.06,33.3,muskmelon
83.88,56.92,55.67,24.9,86.85,6.14,242.6,rice
117.49,68.2,57.14,23.73,65.28,6.6,70.11,cotton
49.08,50.08,62.78,14.99,88.78,6.12,166.01,apple
132.08,72.24,66.72,28.92,55.87,6.62,83.04,cotton
11.62,49.34,25.18,25.7,72.79,6.7,72.03,blackgram
21.06,49.63,32.63,31.85,71.72,7.06,87.31,blackgram
74.64,42.71,110.61,34.15,92.53,6.36,32.7,muskmelon
82.1,47.37,65.27,30.51,64.04,6.57,79.23,pomegranate
77.44,60.77,63.36,29.85,84.34,6.34,54.33,watermelon
79.89,45.19,54.24,24.88,70.03,6.17,76.17,grapes
37.93,51.7,29.81,28.55,51.78,6.17,77.49,pigeonpeas
18.87,60.42,30.24,22.74,18.23,6.78,96.56,chickpea
134.09,49.35,51.89,24.91,62.66,6.68,100.05,cotton
116.45,56.68,53.91,21.85,66.28,6.25,83.01,maize
64.19,41.87,58.03,25.5,61.44,5.89,66.42,pomegranate
112.84,45.5,53.11,32.71,40.67,5.72,67.3,pomegranate
116.63,73.33,114.48,29.25,80.12,6.09,134.1,banana
84.42,51.87,44.24,24.43,72.3,6.6,186.43,jute
18.33,44.59,27.53,33.19,64.06,6.99,60.39,mothbeans
27.69,55.23,28.08,16.57,60.29,7.38,35.96,lentil
83.64,47.92,44.08,23.06,93.49,7.11,195.74,orange
76.03,65.23,93.46,29.39,84.71,6.21,40.07,watermelon
77.16,66.08,105.29,30.5,93.64,6.61,30.15,muskmelon
19.79,63.34,31.58,19.45,15.05,7.08,76.58,chickpea
87.45,46.33,110.14,27.27,93.21,6.08,157.11,papaya
17.71,65.93,32.84,23.75,17.21,6.55,100.0,chickpea
24.31,61.77,30.47,13.86,68.53,6.88,52.34,lentil
83.85,54.56,39.13,29.78,63.85,6.6,185.27,mango
99.73,58.06,60.46,31.87,53.59,6.86,74.08,pomegranate
16.69,47.94,32.08,31.7,86.25,6.44,94.25,mungbean
124.72,60.69,126.94,30.02,77.06,5.91,138.16,banana
97.83,49.87,55.32,18.92,64.16,6.61,76.6,grapes
123.53,56.18,123.2,34.66,80.31,5.91,149.61,banana
18.26,61.07,34.24,14.97,59.7,6.12,42.78,lentil
59.93,64.36,65.81,18.68,96.19,5.77,140.36,apple
106.65,50.19,45.49,21.5,58.13,6.43,78.24,maize
13.16,52.3,25.44,31.64,71.9,6.63,81.74,blackgram
67.04,49.54,107.72,30.37,79.16,6.4,66.55,watermelon
27.12,40.82,20.68,34.97,64.36,6.27,44.2,mothbeans
84.5,45.62,44.94,20.73,95.63,6.6,154.49,orange
123.87,60.31,44.43,23.85,64.57,6.74,92.26,maize
24.91,71.19,27.68,17.32,61.28,6.28,37.63,lentil
69.61,45.28,42.32,19.9,93.13,6.91,184.69,orange
64.68,46.09,70.84,4.11,91.19,6.13,155.58,apple
91.51,44.35,33.28,31.34,60.63,5.62,148.24,mango
115.54,57.37,64.32,23.53,55.1,6.78,76.06,cotton
92.51,58.18,46.03,31.42,76.17,6.6,196.99,jute
86.95,59.59,103.53,32.63,80.14,6.19,170.24,banana
15.99,58.27,29.16,17.64,20.69,6.62,131.23,kidneybeans
19.73,44.39,25.49,28.25,71.13,6.2,90.21,blackgram
89.95,52.16,46.58,24.54,84.38,6.02,249.24,rice
120.57,56.54,68.41,25.18,64.87,6.33,76.52,cotton
33.62,41.03,33.27,30.57,54.64,6.87,77.8,pigeonpeas
20.57,55.82,27.63,19.16,62.8,6.26,49.49,lentil
71.59,40.68,101.65,29.7,92.57,6.58,172.14,coconut
78.82,48.22,78.98,18.48,68.11,6.36,74.65,grapes
88.44,46.27,73.55,34.33,48.03,5.7,71.86,pomegranate
18.92,66.58,26.51,22.37,55.82,6.36,41.43,lentil
21.23,36.85,29.93,31.71,59.37,6.49,56.76,mothbeans
58.72,76.68,73.24,7.02,90.39,6.12,162.77,apple
115.58,54.33,45.5,24.45,67.89,6.67,68.35,maize
87.49,50.26,40.03,20.13,93.74,6.24,140.18,orange
18.33,48.47,34.88,31.19,49.1,6.83,71.72,mothbeans
25.74,46.47,27.27,35.07,51.88,7.16,50.28,mothbeans
85.94,38.2,44.99,23.23,87.08,5.93,289.04,rice
92.42,33.61,36.56,22.48,86.29,5.86,188.49,coffee
71.08,42.05,44.28,24.54,91.39,5.87,178.1,coffee
68.96,56.48,131.19,31.02,90.78,6.54,165.78,coconut
80.08,57.14,92.62,23.66,89.82,6.46,161.33,papaya
17.89,65.95,30.2,17.18,60.57,6.25,53.15,lentil
26.62,60.37,22.95,24.57,18.34,7.01,88.42,chickpea
21.69,57.43,33.14,34.84,85.92,6.68,67.45,mungbean
85.45,39.55,38.83,22.18,86.78,5.99,242.19,rice
16.64,44.73,29.95,21.17,16.83,6.95,60.61,chickpea
